Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry	k7_EUR	k7_AHG	k7_WAS	k7_NAT	k7_EAS	k7_SAS	k7_AFR	k8_EUR	k8_AFR	k8_NAT	k8_EAS	k8_SAS	k8_AHG	k8_OCE	k8_WAS	k6_AHG	k6_EAS	k6_NAT	k6_AFR	k6_EUR	k6_SAS	Panel
NA19143	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.3000000000000001e-05	1e-05	0.9999469999999999	1e-05	1e-05	AFR
NA19144	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19146	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19147	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19149	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19152	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19153	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19159	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19160	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19171	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19172	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.4000000000000001e-05	1e-05	1.3000000000000001e-05	0.999942	1e-05	1e-05	AFR
NA19175	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19184	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19185	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19189	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19190	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19197	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19198	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	0.999948	1e-05	1e-05	AFR
NA19200	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19201	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	1.2e-05	0.9999459999999999	1e-05	1e-05	AFR
NA19204	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19206	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19207	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19209	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19210	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19213	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1.2e-05	1e-05	0.999948	1e-05	1e-05	AFR
NA19214	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19222	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19223	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19225	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19235	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19236	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19238	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19239	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19247	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19248	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19256	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19257	YRI	Yoruba	AFR	African	1kG	7.400653	3.9000489999999997	Ibadan, Nigeria				1	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.9999399999999999	1e-05	0.9999299999999999	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	1e-05	0.99995	1e-05	1e-05	AFR
NA19307	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18923099999999998	0.023395	1e-05	1e-05	0.009584	0.77776	1e-05	0.777617	1e-05	1e-05	0.009976	0.18945599999999999	1e-05	0.022911	0.191977	1e-05	1e-05	0.778502	0.013143	0.016358	
NA19308	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.175703	0.02609	1e-05	1e-05	1e-05	0.798167	1e-05	0.797441	1e-05	1e-05	1e-05	0.17563499999999999	0.002472	0.024412	0.17894100000000002	1e-05	1e-05	0.799417	0.017009	0.004613	
NA19309	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.168652	0.028252	1e-05	1e-05	1e-05	0.803056	1e-05	0.8030729999999999	1e-05	1e-05	1e-05	0.168669	1e-05	0.028207999999999997	0.172414	1e-05	1e-05	0.806079	0.021477	1e-05	
NA19310	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.178491	0.019226	1e-05	1e-05	1e-05	0.802243	1e-05	0.802072	1e-05	1e-05	1e-05	0.178292	0.0008089999999999999	0.018788	0.181193	1e-05	1e-05	0.803106	0.006737999999999999	0.008943000000000001	
NA19312	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.169317	0.025983999999999997	1e-05	1e-05	0.00121	0.8034600000000001	1e-05	0.802755	1e-05	1e-05	1e-05	0.169035	0.003361	0.024809	0.172236	1e-05	1e-05	0.804052	0.015055	0.008638	
NA19314	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.183205	0.060320000000000006	1e-05	1e-05	1e-05	0.7564350000000001	1e-05	0.755926	1e-05	1e-05	1e-05	0.183148	0.002008	0.058878999999999994	0.188415	1e-05	1e-05	0.7593479999999999	0.048444	0.003773	
NA19315	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.169046	0.047526	1e-05	1e-05	1e-05	0.783388	1e-05	0.783269	1e-05	1e-05	1e-05	0.169211	1e-05	0.047471	0.173288	1e-05	1e-05	0.7866479999999999	0.040034	1e-05	
NA19316	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.173147	0.036425	1e-05	1e-05	1e-05	0.790388	1e-05	0.789116	1e-05	1e-05	1e-05	0.172896	0.004503	0.033444999999999996	0.177177	1e-05	1e-05	0.792266	0.0208	0.009737	
NA19317	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18596500000000002	0.0157	1e-05	1e-05	1e-05	0.798295	1e-05	0.798154	1e-05	1e-05	1e-05	0.18623900000000002	1e-05	0.015557	0.188527	1e-05	1e-05	0.799712	0.011731	1e-05	
NA19318	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.173023	0.023814	1e-05	1e-05	1e-05	0.8031229999999999	1e-05	0.802266	1e-05	1e-05	1e-05	0.173048	0.002328	0.022318	0.17634	1e-05	1e-05	0.804385	0.019244999999999998	1e-05	
NA19319	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.164917	0.033829000000000005	1e-05	1e-05	1e-05	0.801214	1e-05	0.8008109999999999	1e-05	1e-05	1e-05	0.164859	0.001366	0.032924	0.168347	1e-05	1e-05	0.803585	0.028038	1e-05	
NA19320	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.162453	0.026018	1e-05	1e-05	1e-05	0.811489	1e-05	0.811335	1e-05	1e-05	1e-05	0.16256700000000002	1e-05	0.026047000000000004	0.165958	1e-05	1e-05	0.813746	0.020266	1e-05	
NA19321	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.17598699999999998	0.03248	1e-05	1e-05	1e-05	0.791493	1e-05	0.791243	1e-05	1e-05	1e-05	0.175976	0.0008960000000000001	0.031845	0.179306	1.1e-05	1e-05	0.793565	0.027098	1e-05	
NA19323	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18251900000000001	0.054309	1e-05	1e-05	1e-05	0.7631319999999999	1e-05	0.763174	1e-05	1e-05	1e-05	0.182525	1e-05	0.054251	0.18623800000000001	1e-05	1e-05	0.764738	0.039577999999999995	0.009426	
NA19324	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.162487	0.028770999999999998	1e-05	1e-05	1e-05	0.808702	1e-05	0.808865	1e-05	1.2e-05	1e-05	0.162348	1e-05	0.028735000000000004	0.165442	1e-05	1e-05	0.811365	0.019644	0.0035299999999999997	
NA19327	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.190753	0.06712	1e-05	1e-05	1e-05	0.7420869999999999	1e-05	0.741325	1e-05	1e-05	1e-05	0.190467	0.003378	0.06479	0.194894	1e-05	1e-05	0.7451810000000001	0.053377999999999995	0.0065260000000000006	
NA19328	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.17088499999999998	0.030822000000000002	1e-05	1e-05	1e-05	0.798253	1e-05	0.7979109999999999	1e-05	1e-05	1e-05	0.17106500000000002	0.000396	0.030588	0.173397	1e-05	1e-05	0.7984760000000001	0.028098	1e-05	
NA19331	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.193164	0.025958999999999996	1e-05	1e-05	1e-05	0.780837	1e-05	0.780813	1e-05	1e-05	1e-05	0.193144	0.000152	0.025851	0.197189	1e-05	1e-05	0.7826890000000001	0.020092	1e-05	
NA19332	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.173038	0.027954000000000003	1e-05	1e-05	1e-05	0.798968	1e-05	0.7973640000000001	1e-05	1e-05	1e-05	0.17265	0.006275	0.023671	0.1757	1e-05	1e-05	0.800928	0.018604	0.004748	
NA19334	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.175478	0.033615	1e-05	1e-05	1e-05	0.790867	1e-05	0.790706	1e-05	1e-05	1e-05	0.175651	1e-05	0.033593	0.17995899999999998	0.000205	1e-05	0.793389	0.026427	1e-05	
NA19338	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.155248	0.040365	1e-05	1e-05	1e-05	0.804347	1e-05	0.804474	1e-05	1e-05	1e-05	0.155094	1e-05	0.040382	0.15882000000000002	1e-05	1e-05	0.806287	0.034863	1e-05	
NA19346	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.177511	0.017644999999999997	1e-05	1e-05	1e-05	0.804804	1e-05	0.804683	1e-05	1e-05	1e-05	0.177547	0.000594	0.017136000000000002	0.179609	1e-05	1e-05	0.8064020000000001	0.013513999999999998	0.000455	
NA19347	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.161958	0.033527	1e-05	1e-05	1e-05	0.804475	1e-05	0.8044020000000001	1e-05	1e-05	1e-05	0.162052	1e-05	0.033496	0.1655	1e-05	1e-05	0.808301	0.026169	1e-05	
NA19350	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.171235	0.034667	1e-05	1e-05	1e-05	0.794058	1e-05	0.793928	1e-05	1e-05	1e-05	0.171451	1e-05	0.034571	0.174768	1e-05	1e-05	0.796737	0.026545	0.00193	
NA19351	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.16359	0.024515000000000002	1e-05	1e-05	1e-05	0.811854	1e-05	0.8117850000000001	1e-05	1e-05	1e-05	0.163555	1e-05	0.02461	0.166608	1e-05	1e-05	0.8145399999999999	0.018822	1e-05	
NA19355	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.192269	0.034295	1e-05	1e-05	0.003346	0.7700600000000001	1e-05	0.769418	1e-05	1e-05	1e-05	0.192322	0.004414	0.033806	0.19627	1e-05	1e-05	0.771192	0.021587000000000002	0.010931	
NA19360	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18023499999999998	0.025631	1e-05	1e-05	1e-05	0.794095	1e-05	0.793709	1e-05	1e-05	1e-05	0.179845	0.0018390000000000001	0.024568	0.183887	1e-05	1e-05	0.7954829999999999	0.015599000000000002	0.005011	
NA19372	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.164299	0.017888	1e-05	1e-05	1e-05	0.817773	1e-05	0.817764	1e-05	1e-05	1e-05	0.16425599999999999	1e-05	0.01793	0.166983	1e-05	1e-05	0.8191890000000001	0.007162999999999999	0.006645	
NA19374	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.184827	0.031794	1e-05	0.0019440000000000002	1e-05	0.781405	1e-05	0.780382	1e-05	1e-05	1e-05	0.184591	0.006587999999999999	0.028398000000000003	0.188642	0.0024170000000000003	1e-05	0.782578	0.022507	0.003846	
NA19375	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.171282	0.036278	1e-05	1e-05	1e-05	0.7924	1e-05	0.792532	1e-05	1e-05	1e-05	0.171198	1e-05	0.03622	0.17488599999999999	1e-05	1e-05	0.7943020000000001	0.030782	1e-05	
NA19376	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.195951	0.017199000000000002	1e-05	1e-05	1e-05	0.786809	1e-05	0.786668	1e-05	1e-05	1e-05	0.19609200000000002	1e-05	0.01719	0.19827999999999998	1e-05	1e-05	0.7874760000000001	0.014214	1e-05	
NA19377	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18554600000000002	0.029097	1e-05	1e-05	1e-05	0.785317	1e-05	0.785326	1e-05	1e-05	1e-05	0.185454	1e-05	0.029169999999999998	0.18848900000000002	1e-05	1e-05	0.78656	0.024919999999999998	1e-05	
NA19378	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.17943800000000001	0.026991	1e-05	1e-05	1e-05	0.793532	1e-05	0.792782	1e-05	1e-05	1e-05	0.179303	0.002124	0.025751999999999997	0.182266	1e-05	1e-05	0.794979	0.022724	1e-05	
NA19379	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.18044100000000002	0.027543	1e-05	1e-05	1e-05	0.791976	1e-05	0.791033	1e-05	1e-05	1e-05	0.179884	0.006046	0.022997	0.183617	1e-05	1e-05	0.794574	0.021708	8e-05	
NA19380	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.198441	0.04401	1e-05	0.000356	1e-05	0.757163	1e-05	0.7557729999999999	1e-05	1.2e-05	1e-05	0.197718	0.006497	0.03997	0.201801	1e-05	1e-05	0.758596	0.028041000000000003	0.011543000000000001	
NA19383	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.174506	0.037062	1e-05	1e-05	1e-05	0.788392	1e-05	0.7872319999999999	1e-05	1e-05	1e-05	0.174387	0.00386	0.034482	0.178119	1e-05	1e-05	0.79001	0.024936	0.006915	
NA19384	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.160281	0.008926	1e-05	1e-05	1e-05	0.8307530000000001	1e-05	0.8303379999999999	1e-05	1e-05	1e-05	0.16022899999999998	0.001179	0.008214	0.162457	1e-05	1e-05	0.831342	0.003064	0.003117	
NA19385	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.186972	0.040715	1e-05	1e-05	1e-05	0.772273	1e-05	0.77153	1e-05	1e-05	1e-05	0.18670499999999998	0.002816	0.038908	0.190969	1e-05	1e-05	0.7743180000000001	0.029606	0.0050869999999999995	
NA19390	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.170023	0.041097	1e-05	1e-05	0.00064	0.788211	1e-05	0.7877270000000001	1e-05	1e-05	1e-05	0.170074	0.0020989999999999997	0.040061	0.173322	1e-05	1e-05	0.7895810000000001	0.027989	0.009087999999999999	
NA19391	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.165116	0.015975	1e-05	1e-05	1e-05	0.818869	1e-05	0.818712	1e-05	1e-05	1e-05	0.165287	1e-05	0.015951	0.16749	1.3000000000000001e-05	1e-05	0.8194319999999999	0.009775	0.00328	
NA19393	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.169458	0.030163	1e-05	1e-05	1e-05	0.800339	1e-05	0.800275	1e-05	1e-05	1e-05	0.169516	1e-05	0.030159	0.172215	1e-05	1e-05	0.802178	0.022019999999999998	0.0035670000000000003	
NA19394	LWK	Luhya	AFR	African	1kG	0.596512	34.774346	Webuye Division, of Bungoma district in western Kenya				1	1e-05	0.177431	0.031646	1e-05	1e-05	1e-05	0.790883	1e-05	0.790812	1e-05	1e-05	1e-05	0.177474	1e-05	0.031664	0.18076	1e-05	1e-05	0.793198	0.026012999999999998	1e-05	
